00118b77-c3cd-32da-8dc0-75b0afc5a18f	Food	Cornbread-Wild Rice Dressing with Pine Nuts and Parsley	https://www.yahoo.com/makers/video/cornbread-wild-rice-dressing-pine-150218555.html	http://media.zenfs.com/en-us/video/video.ulive.scripps.com/9c91fb0872360b8f4a61fd49890f4644	222	6642
001eb58e-2c1b-3888-8a4e-54a601dab819	Cute & Inspiring	Husky puppy adorably plays with an ice cube	http://ca.news.yahoo.com/video/husky-puppy-adorably-plays-ice-151658117.html	http://media.zenfs.com/en-CA/video/video.rumble.com/e58e77f291984e8c5912c8d5da4c257b	104	2534
00460d02-6cc8-3418-92a8-d562d1b9b1ed	TV Highlights	Nick Rutherford: Skype Sex	http://ca.news.yahoo.com/video/husky-puppy-adorably-plays-ice-151658117.html	http://media.zenfs.com/en-CA/video/video.rumble.com/e58e77f291984e8c5912c8d5da4c257b	104	413
007030f9-180c-3c5e-bd0b-de0bbfbcfea7	International	Yahoo Stars 04/09/2014 â Haifa Wehbeâs new must-see music vid, Elmo and Cookie Monster in Dubai, plus the latest Bollywood Beat	__unavailable__	http://media.zenfs.com/en-US/video/video.pd2upload.com/video.xa.omgnow.yahoo.com@007030f9-180c-3c5e-bd0b-de0bbfbcfea7_FULL.png	523	221
00891ff2-7297-36bb-8afe-8359a9158070	TV Highlights	8 Ways to Turn Your Kid into Your Personal Trainer	http://news.yahoo.com/video/8-ways-turn-kid-personal-144610159.html	http://media.zenfs.com/en-us/video/video.ulive.scripps.com/59efe774e6f85ece1da9edc8f3f68854	100	604
00a22619-6546-34a8-a977-2434fa05c417	Fashion & Beauty	Gwen Stefani- Modern Style Icon!	https://www.yahoo.com/style/video/gwen-stefani-modern-style-icon-165004691.html	http://media.zenfs.com/en-US/video/video.diagonalview.label.com/5ae67a7d4d4777d1fed58806019eafc7	85	180
00b2f75d-35e5-348f-a9a2-fd2ce352cdcf	Food	Guide to Olives	https://www.yahoo.com/makers/video/guide-olives-190852115.html	http://media.zenfs.com/en-us/video/video.ulive.scripps.com/51bdb7d399edeac542b0bf3b0db03523	95	1823
00b7e5ac-4691-3716-afea-76019b98e3e1	TV Highlights	Sinapore's National Dish: Fish Head Curry	http://news.yahoo.com/video/sinapores-national-dish-fish-head-155157026.html	http://d.yimg.com/hd/scripps/4/9/1fdab0a4-0a40-489f-821a-1350df7e0bd6_RorpprogC8dCsv-0YwMgO2dgN7XEC2llrbAffhSTnyS0kO-dw1zTMrwgoe8Tf64Nh6ZmJB2VXUk-_2_0.jpg?s=75703df5c7d900498ec6a72a726a71a8&c=b400af1631e9f25fb54e95127f0e9c34&a=scripps&mr=0	187	3297
00d290e6-97ae-39ef-aed8-ef92b2d2cf78	Food	Oatmeal-Yogurt Baked Apples	https://www.yahoo.com/makers/video/oatmeal-yogurt-baked-apples-192114748.html	http://media.zenfs.com/en-us/video/video.ulive.scripps.com/53123d20b41c3464ae42e1a4a88f3fdc	220	300
00de5bab-444b-389e-bbaf-abdda25eb521	Food	Warm 'Steakhouse' Deviled Eggs Recipe	http://news.yahoo.com/video/warm-39-steakhouse-39-deviled-200910261.html	http://media.zenfs.com/en-us/video/video.ulive.scripps.com/794e46c857fa443619ea0f97a7ea8034	203	4296
00e396e7-327f-3779-a5b3-b180559822f8	TV Highlights	Secrets of Netherworld	https://www.yahoo.com/makers/video/secrets-netherworld-164005160.html	http://media.zenfs.com/en-us/video/video.ulive.scripps.com/a7e4a8da1165ca8ba7223574e78c2ecd	122	465
